Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Class
Audi,Q5 35 TDI Premium Plus,4000000,2018,66000,Diesel,Automatic,Chennai,White,Individual,,,,,,,,,,First
Hyundai,Creta SX 1.6 CRDi,1100000,2018,65954,Diesel,Manual,Pune,Red,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55,First
Hyundai,i10 Sportz 1.2 Kappa2,395000,2016,28000,Petrol,Manual,Mumbai,Maroon,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,First
Maruti Suzuki,S-Presso VXi Plus,425000,2021,38848,Petrol,Manual,Panchkula,Silver,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27,First
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2190000,2017,30000,Diesel,Manual,Chennai,Maroon,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,First
Lexus,ES 300h Exquisite [2020-2021],4800000,2020,27000,Hybrid,Automatic,Mumbai,Blue,Individual,2487 cc,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,FWD,4975,1865,1445,5,50,First
Maruti Suzuki,Swift DZire LXI (O),421000,2017,69000,Petrol,Manual,Faridabad,Grey,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,First
Hyundai,i20 Active 1.2 SX,560000,2016,22700,Petrol,Manual,Mumbai,Red,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45,First
Honda,Civic 1.8V MT,777000,2014,9212,Petrol,Manual,Patna,Grey,Individual,,,,,,,,,,First
Audi,Q3 35 TDI quattro Technology,3250000,2019,41000,Diesel,Automatic,Hyderabad,White,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,Second
Mahindra,Scorpio S10,875000,2014,100000,Diesel,Manual,Mumbai,Red,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,Second
Maruti Suzuki,Ciaz Alpha 1.4 MT,899000,2018,13066,Petrol,Manual,Bangalore,Grey,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,First
Renault,Duster 85 PS RxL,425000,2015,75000,Diesel,Manual,Kanpur,Black,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,First
Maruti Suzuki,S-Presso VXi (O),425000,2019,53241,Petrol,Manual,Mirzapur,Grey,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27,First
MINI,Countryman Cooper S JCW Inspired,3875000,2021,12000,Petrol,Automatic,Delhi,Green,Individual,1998 cc,189 bhp @ 4400 rpm,280 Nm @ 1350 rpm,FWD,4299,1822,1557,5,47,First
Honda,City 1.5 S MT,500000,2013,65000,Petrol,Manual,Chennai,Brown,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42,First
Toyota,Fortuner 3.0 4x2 MT,1225000,2012,97000,Diesel,Manual,Jalandhar,White,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,Second
Toyota,Innova 2.7 ZX AT 7 STR,1789999,2017,49000,Petrol,Automatic,Delhi,Maroon,Individual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD,4735,1830,1795,7,65,Second
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],240000,2013,64000,Petrol,Manual,Faizabad,White,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515,1500,1510,5,32,First
Volkswagen,Polo Comfortline 1.2L (P),240000,2010,78000,Petrol,Manual,Ludhiana,White,Individual,,,,,,,,,,Second
Honda,Amaze 1.5 VX i-DTEC,935000,2019,56000,Diesel,Manual,Hyderabad,White,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35,First
Maruti Suzuki,Baleno Alpha Automatic,775000,2018,39000,Petrol,Automatic,Mumbai,Red,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37,First
Mahindra,Scorpio S4 1.99 [2016-2017],950000,2017,55000,Diesel,Manual,Patna,White,Individual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,Second
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,549000,2018,53000,Petrol,Automatic,Hyderabad,White,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,Second
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],645000,2021,1374,CNG,Manual,Mumbai,Grey,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40,First
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3400000,2018,68000,Diesel,Automatic,Hyderabad,White,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,First
Hyundai,Elite i20 Sportz 1.2 [2016-2017],645000,2019,35000,Petrol,Manual,Mumbai,Grey,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,First
BMW,5-Series 520d M Sport,2600000,2016,39000,Diesel,Automatic,Delhi,White,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65,First
Audi,A4 2.0 TDI (177bhp) Premium,1375000,2011,62000,Diesel,Automatic,Chennai,White,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,First
Honda,City V CVT Petrol [2017-2019],1340000,2021,11000,Petrol,Automatic,Mumbai,Black,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Maruti Suzuki,Swift ZXi Plus [2018-2019],840000,2020,11000,Petrol,Manual,Bangalore,White,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37,First
Maruti Suzuki,Swift DZire VXI,525000,2014,102000,Petrol,Manual,Salem,Grey,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,Second
Maruti Suzuki,Eeco 7 STR STD (O),625000,2022,7000,Petrol,Manual,Hyderabad,Grey,Individual,1196 cc,72 bhp @ 6000 rpm,98 Nm @ 3000 rpm,RWD,3675,1475,1825,7,40,First
Hyundai,Eon Sportz,215000,2012,20000,Petrol,Manual,Mumbai,Grey,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32,First
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],595000,2019,25000,Petrol,Manual,Hyderabad,Silver,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Audi,A4 Premium Plus 40 TFSI,4150000,2022,22000,Petrol,Automatic,Delhi,White,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762,1847,1433,5,54,First
Maruti Suzuki,Swift VDi,750000,2018,65000,Diesel,Manual,Hyderabad,Blue,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37,First
Ford,Ecosport Titanium 1.5 Ti-VCT,550000,2013,47000,Petrol,Manual,Indore,Black,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52,First
Renault,Duster 110 PS RXZ 4X2 MT Diesel,450000,2016,2000000,Diesel,Manual,Ranchi,White,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50,First
BMW,X5 xDrive30d Pure Experience (5 Seater),4175000,2016,27011,Diesel,Automatic,Chandigarh,White,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,Second
Jaguar,XE Prestige Diesel,2700000,2018,45545,Diesel,Automatic,Chandigarh,Red,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56,Second
Mercedes-Benz,GLE 350 d,6150000,2018,18000,Diesel,Automatic,Chandigarh,Black,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,First
Volkswagen,Polo Comfortline 1.2L (P),565000,2014,72782,Petrol,Manual,Bangalore,Grey,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45,First
Maruti Suzuki,Alto VXi [2014-2019],369000,2017,16800,Petrol,Manual,Mumbai,Grey,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35,First
Toyota,Yaris V CVT,1090000,2019,40900,Petrol,Automatic,Pune,Red,Corporate,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD,4425,1730,1495,5,42,First
Honda,WR-V VX MT Petrol,580000,2017,39000,Petrol,Manual,Guwahati,White,Corporate,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999,1734,1601,5,40,First
BMW,X1 sDrive20d xLine,2199000,2016,77000,Diesel,Automatic,Surat,Black,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,First
Mahindra,Scorpio S11 2WD 7 STR,1251000,2018,120000,Diesel,Manual,Ranchi,Black,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60,Second
Honda,Amaze 1.2 SX i-VTEC,540000,2017,38700,Petrol,Manual,Meerut,Maroon,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35,First
Maruti Suzuki,XL6 Zeta MT Petrol,1245000,2021,7239,Petrol,Manual,Udupi,White,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45,First
BMW,3-Series 330i M Sport Edition,4749000,2020,14000,Petrol,Automatic,Mumbai,White,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57,First
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,365000,2014,76000,Petrol,Manual,Ernakulam,White,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],4300000,2020,11000,Diesel,Automatic,Pune,Blue,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4526,1800,1420,5,50,First
Maruti Suzuki,Vitara Brezza VDi,825000,2019,81300,Diesel,Manual,Ludhiana,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,First
Volkswagen,Polo GT TDI,325000,2013,76000,Diesel,Manual,Lucknow,White,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,3970,1682,1453,5,45,First
Tata,Tiago Revotron XM (O) [2016-2019],400000,2018,91460,Petrol,Manual,Kanpur,Black,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746,1647,1535,5,35,First
Land Rover,Evoque HSE Dynamic,3600000,2018,45000,Diesel,Automatic,Delhi,Blue,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360,2120,1635,5,57,First
Mahindra,Scorpio LX BS-IV,671000,2013,47000,Diesel,Manual,Patna,White,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60,First
Mercedes-Benz,GLC 220 d Progressive,3400000,2018,50000,Diesel,Automatic,Delhi,Blue,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66,First
BMW,7-Series 730Ld,3200000,2014,133273,Diesel,Automatic,Pune,Blue,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,5219,1902,1481,4,,First
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,775000,2017,60500,Petrol,Automatic,Surat,White,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390,1699,1467,5,55,First
Mercedes-Benz,M-Class 350 CDI,2150000,2014,81000,Diesel,Automatic,Ahmedabad,Grey,Individual,2987 cc,234@3800,535@1600,AWD,4781,1911,1774,5,95,First
Land Rover,Discovery 2.0 HSE 4WD Diesel,4700000,2020,22000,Diesel,Automatic,Delhi,Red,Individual,1999 cc,237 bhp @ 4000 rpm,430 Nm @ 1400 rpm,AWD,4988,2220,1846,5,,Second
Ford,Ikon DuraTorq 1.4 TDCi,145000,2009,88000,Diesel,Manual,Unnao,White,Individual,1399 cc,68@4000,160@2000,,4145,1632,1440,5,43,First
MINI,Cooper D 5 Door,3590000,2020,19759,Diesel,Automatic,Coimbatore,Blue,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3982,1727,1425,5,44,First
Toyota,Corolla Altis 1.8 G,375000,2011,77000,Petrol,Manual,Faridabad,Silver,Individual,1794 cc,132@6000,170@4200,FWD,4540,1760,1480,5,55,First
Hyundai,Verna Fluidic 1.6 VTVT SX AT,645000,2015,58200,Petrol,Automatic,Mumbai,Silver,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,First
Toyota,Vellfire Hybrid,11500000,2022,4000,Hybrid,Automatic,Delhi,Black,Individual,2494 cc,115 bhp @ 4700 rpm,198 Nm @ 2800 rpm,AWD,4935,1850,1895,7,58,First
Maruti Suzuki,Celerio ZXi,509999,2015,42000,Petrol,Manual,Bangalore,White,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,First
Hyundai,Elantra 1.8 SX AT,545000,2013,63000,Petrol,Automatic,Mumbai,Silver,Individual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD,4530,1775,1470,5,56,First
Honda,City V,835000,2018,42855,Petrol,Manual,Pune,Brown,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Renault,Duster 85 PS RXS 4X2 MT Diesel,960000,2018,24000,Diesel,Manual,Bangalore,Brown,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,First
Maruti Suzuki,Celerio VXi [2019-2020],540000,2019,34000,Petrol,Manual,Chennai,White,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,First
Kia,Seltos HTK Plus 1.5 iMT,1475000,2022,9500,Petrol,Manual,Delhi,White,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1637,5,50,First
Jaguar,XJ 3.0 V6 Portfolio,3600000,2014,32000,Diesel,Automatic,Pune,Brown,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83,Second
Hyundai,Verna 1.6 CRDI SX (O),1175000,2018,97000,Diesel,Manual,Jaipur,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,First
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,475000,2014,72900,Petrol,Automatic,Mumbai,Blue,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,Second
Audi,Q8 Celebration,9900000,2021,28000,Petrol,Automatic,Hyderabad,Silver,Individual,2995 cc,335 bhp @ 5000 rpm,500 Nm @ 1370 rpm,AWD,4986,1995,1705,5,85,First
Maruti Suzuki,Swift LXi,650000,2022,6000,Petrol,Manual,Delhi,White,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37,First
BMW,X4 xDrive30d M Sport X [2019-2020],6100000,2021,24500,Diesel,Automatic,Mumbai,Red,Corporate,2993 cc,260 bhp @ 4000 rpm,620 Nm @ 2000 rpm,AWD,4752,1918,1621,5,68,First
Hyundai,i10 Sportz 1.2 AT Kappa2,370000,2013,41000,Petrol,Automatic,Pune,White,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,First
Honda,City VX (O) MT BL,875000,2018,50000,Petrol,Manual,Patna,Silver,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Maruti Suzuki,DZire VDi AMT,695000,2018,66000,Diesel,Automatic,Warangal,Red,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37,First
Tata,Harrier XZA Plus,2275000,2022,38000,Diesel,Automatic,Mumbai,Black,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50,First
Jeep,Compass Model S (O) 1.4 Petrol DCT,2700000,2021,17000,Petrol,Automatic,Delhi,Blue,Individual,1368 cc,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4405,1818,1640,5,60,First
Hyundai,Verna Fluidic 1.6 CRDi SX,545000,2014,74000,Diesel,Manual,Mohali,Grey,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,First
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],540000,2021,22000,Petrol,Manual,Gorakhpur,White,Individual,,,,,3655,1620,1675,5,32,First
Skoda,Rapid Style 1.6 MPI AT,1099000,2018,20690,Petrol,Automatic,Bangalore,Red,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413,1699,1466,5,55,First
Hyundai,Verna 1.6 CRDI SX,1125000,2019,40000,Diesel,Manual,Ludhiana,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,First
Hyundai,Creta 1.6 SX Plus AT Petrol,1299000,2018,50000,Petrol,Automatic,Mumbai,White,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60,First
BMW,5-Series 525d Luxury Plus,1600000,2013,70000,Diesel,Automatic,Mumbai,White,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,,Second
BMW,X6 xDrive40i M Sport,10800000,2021,20000,Petrol,Automatic,Chandigarh,Red,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,4935,2004,1696,5,83,First
Maruti Suzuki,XL6 Alpha AT Petrol,1190000,2020,47248,Petrol,Automatic,Jaipur,Blue,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45,First
Tata,Tigor XZA Plus,795000,2021,9000,Petrol,Automatic,Pune,Brown,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3993,1677,1532,5,35,First
Hyundai,Verna Fluidic 1.6 CRDi SX,459999,2013,78000,Diesel,Manual,Ahmedabad,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,Second
Audi,A6 35 TDI Matrix,3400000,2018,51000,Diesel,Automatic,Hyderabad,Red,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,First
Hyundai,Creta E Plus 1.6 Petrol,1050000,2018,34841,Petrol,Manual,Hyderabad,White,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,First
Hyundai,i20 Magna 1.2,385000,2014,46000,Petrol,Manual,Hyderabad,Maroon,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45,First
Honda,City S Diesel,585000,2015,61000,Diesel,Manual,Ranchi,Grey,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40,First
Audi,A3 35 TDI Premium + Sunroof,1650000,2014,55000,Diesel,Automatic,Mumbai,White,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,First
Maruti Suzuki,Swift VXi [2014-2017],625000,2020,58736,Petrol,Manual,Kollam,Blue,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,First
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],910000,2019,34000,Petrol,Manual,Delhi,Blue,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43,First
Mahindra,XUV500 W11,1275000,2018,47000,Diesel,Manual,Ranchi,White,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,First
Hyundai,Elite i20 Magna 1.2 [2016-2017],585000,2017,47000,Petrol,Manual,Delhi,Grey,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,First
Mahindra,Thar CRDe 4x4 Non AC,1035000,2017,79000,Diesel,Manual,Mysore,Green,Individual,2498 cc,105@3800,247@1800,AWD,3920,1710,1930,7,60,First
Hyundai,Elite i20 Asta 1.2 IVT,1075000,2021,12020,Petrol,Automatic,Mumbai,White,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,First
Hyundai,Creta SX 1.5 Diesel [2020-2022],1650000,2020,7000,Diesel,Manual,Ahmedabad,White,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,First
Audi,A4 2.0 TDI (143bhp),1575000,2014,15000,Diesel,Automatic,Delhi,Red,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,First
BMW,X3 xDrive20d,1950000,2014,82000,Diesel,Automatic,Chandigarh,White,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,4648,1881,1661,5,67,Second
BMW,5-Series 520d Luxury Line [2017-2019],6390000,2022,6000,Diesel,Automatic,Mumbai,Grey,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65,First
Hyundai,Creta 1.4 S Plus,1080000,2019,68000,Diesel,Manual,Bhopal,White,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270,1780,1630,5,60,First
Audi,Q7 45 TDI Premium Plus,5500000,2017,24000,Diesel,Automatic,Gurgaon,White,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052,1968,1740,7,75,First
Hyundai,Venue SX (O) 1.5 CRDi,1080000,2020,56000,Diesel,Manual,Jalandhar,Blue,Individual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,First
Mahindra,XUV500 W6,800000,2015,25000,Diesel,Manual,Mumbai,Grey,Corporate,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,First
Datsun,Go Plus T,335000,2017,34000,Petrol,Manual,Lucknow,Brown,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3995,1635,1490,7,35,First
Hyundai,Venue SX 1.0 Turbo iMT,1185000,2021,10700,Petrol,Manual,Jaipur,White,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,First
Hyundai,Elite i20 Sportz 1.2 IVT,894999,2021,25000,Petrol,Automatic,Mumbai,White,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,First
Honda,Amaze 1.2 S CVT Petrol [2018-2020],650000,2019,54000,Petrol,Automatic,Varanasi,White,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35,Second
Hyundai,i20 Sportz 1.4 CRDI,550000,2014,75000,Diesel,Manual,Bangalore,Maroon,Individual,1396 cc,90@4000,220@1750,,3940,1710,1505,5,45,First
Maruti Suzuki,Baleno Delta 1.3,550000,2016,88000,Diesel,Manual,Kanpur,Blue,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37,First
Audi,Q3 35 TDI Premium + Sunroof,1650000,2016,139000,Diesel,Automatic,Jaipur,White,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,Second
Skoda,Kushaq Style 1.0L TSI MT,1600000,2022,1300,Petrol,Manual,Mumbai,Red,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,4225,1760,1612,5,50,First
Hyundai,Verna 1.6 VTVT SX (O),1175000,2019,20000,Petrol,Manual,Delhi,Black,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43,First
Mitsubishi,Pajero Select Plus AT,1995000,2018,122000,Diesel,Automatic,Kota,Silver,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70,First
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],575000,2016,38000,Diesel,Manual,Patna,Silver,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45,First
MG,Hector Sharp 2.0 Diesel Turbo MT,1975000,2021,18500,Diesel,Manual,Hyderabad,Red,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60,First
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],1625000,2022,27800,Diesel,Manual,Gurgaon,White,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,First
Maruti Suzuki,Swift VXi [2014-2017],695000,2019,46027,Petrol,Manual,Hyderabad,Blue,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,First
Toyota,Yaris J CVT [2018-2020],875000,2018,23148,Petrol,Automatic,Bangalore,Red,Individual,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD,4425,1730,1495,5,42,First
